Part,Color,Quantity
2937,1,1000
4287a,2,1000
65886,0,1000
4262,0,1000
44683,27,1000
4744,77,1000
2449,6,1000
30209,1,1000
6112,6,1000
4444,8,1000
32124,71,1000
6588,25,1000
3008,6,1000
30094,15,1000
32249,110,1000
41673,178,1000
3675,7,1000
98239,212,1000
30208,34,1000
3938,73,1000
1941,297,1000
30626,1,1000
32175,73,1000
4287a,46,1000
4599a,7,1000
47905,2,1000
43719,19,1000
23448,36,1000
2417,1,1000
41673,4,1000
4198pr0007,14,1000
3644,0,1000
28327,70,1000
3049c,15,1000
3666,158,1000
30182,0,1000
30209,8,1000
15210pr0007,14,1000
6216,4,1000
30209,2,1000
2456,182,1000
2618,36,1000
45493,1058,1000
3831,351,1000
30627,15,1000
45493,47,1000
45456,15,1000
45493,1004,1000
65886,212,1000
3738,3,1000
3029,8,1000
42531pr0007,1,1000
6216,14,1000
3068b,135,1000
4228,14,1000
31000,1,1000
6219,8,1000
4066,17,1000
87081,1103,1000
29119,321,1000
4672,8,1000
2340,2,1000
31061,462,1000
41948,1,1000
41948,1050,1000
77844,1,1000
72024,1,1000
72024,1050,1000
77813,323,1000
30118,7,1000
4315,6,1000
45493,236,1000
6923,18,1000
6111,125,1000
11399,71,1000
6043,15,1000
3029,6,1000
65886,25,1000
3960pr9999,57,1000
78594,288,1000
65886,72,1000
2454a,7,1000
35787,1062,1000
78666,14,1000
73764,0,1000
58846,19,1000
3855,47,1000
2432,46,1000
3685,6,1000
6016,1,1000
88292,272,1000
80015,4,1000
80015,1,1000
86996,1,1000
87609,3,1000
15068pr0067,1062,1000
3069bpr0364,322,1000
35789,191,1000
44300,19,1000
3068bpr9446,1,1000
15068pr0066,27,1000
4444,19,1000
3747b,226,1000
3395,2,1000
92438,29,1000
6216,15,1000
65886,288,1000
65886,2,1000
80400,4,1000
3007,1062,1000
15210pr9998,0,1000
64954,15,1000
3623,26,1000
3070bpr0281,272,1000
25269pr0037,1059,1000
30263,0,1000
87079pr0297,4,1000
49311pr0010,4,1000
30248,15,1000
60581pr0033,379,1000
18646,1062,1000
78611,27,1000
81911,40,1000
92710c04,0,1000
2465,1,1000
35044,191,1000
32553,1,1000
67095pr0017,4,1000
3068bpr0036,1,1000
32012,2,1000
6091,13,1000
4444,14,1000
48267,272,1000
41668,135,1000
3867,74,1000
4266,71,1000
45399,15,1000
32086,34,1000
45950,0,1000
5630,4,1000
4150,6,1000
3623,351,1000
65886,71,1000
45405,4,1000
48165,28,1000
3623,10,1000
65886,27,1000
33009,71,1000
65886,4,1000
15456,2,1000
30626,14,1000
98107,212,1000
6178,19,1000
26603pr9998,4,1000
6196,14,1000
3832,10,1000
2341,4,1000
67095pr0018,4,1000
67095pr0019,4,1000
67095pr0020,4,1000
67095pr0021,4,1000
87079pr0296,4,1000
67095pr0022,4,1000
67095pr0023,4,1000
67095pr0024,4,1000
14721,15,1000
2412b,82,1000
4859,77,1000
4237,4,1000
4863,1,1000
65886,30,1000
49618,0,1000
3701,8,1000
3455,322,1000
3002,46,1000
48336,84,1000
78666,25,1000
78666,3,1000
3069b,34,1000
3002,36,1000
6177b,19,1000
32001,320,1000
33909,3,1000
35470,226,1000
31012,14,1000
87079pr9997,4,1000
47411,25,1000
30182,15,1000
2637,7,1000
6016,8,1000
3808,77,1000
3963,4,1000
3961,1,1000
54071pr0001,72,1000
3963,6,1000
3738,47,1000
6192a,7,1000
79491,320,1000
3062bpr0034,31,1000
98138pr0344,15,1000
22385pr0138,2,1000
4304,10,1000
42531pr0008,4,1000
32278,84,1000
30367c,78,1000
2423,378,1000
3262,15,1000
22885,84,1000
26047,5,1000
98138pr9980,15,1000
98138pr9981,15,1000
98138pr9979,15,1000
3070bpr0291,70,1000
3069bpr0372,84,1000
98138pr9978,15,1000
98138pr9977,15,1000
98138pr9976,15,1000
63864pr0045,19,1000
46285,45,1000
2419,379,1000
30263,7,1000
65886,70,1000
4590,7,1000
3009,3,1000
98138pr0042,297,1000
32553,4,1000
14769pr1249,297,1000
3069bpr0370,4,1000
6212,71,1000
4213,46,1000
3068b,45,1000
32177,8,1000
6195,232,1000
3002,34,1000
2554,6,1000
3176,73,1000
4587,19,1000
30042,15,1000
47501,19,1000
3664,4,1000
4460b,2,1000
6184,45,1000
2618,57,1000
4266,4,1000
3942c,6,1000
6564,7,1000
32316,33,1000
3068b,143,1000
2639,4,1000
69714,15,1000
31213,14,1000
2291,84,1000
28192,3,1000
32828,84,1000
14222pr0018,15,1000
11170pr0019,15,1000
11170pr0020,15,1000
4728,8,1000
92094,1,1000
31110,19,1000
49570,322,1000
87079pr0300,72,1000
30617,33,1000
3856,14,1000
2301,71,1000
3009,13,1000
6195,13,1000
4213,14,1000
59349pr0003,15,1000
4727,1,1000
2357,86,1000
3070bpr9995,71,1000
65886,19,1000
3044c,1,1000
4611,19,1000
4477,10,1000
44524,0,1000
2466,33,1000
98252,0,1000
76371pr0210,15,1000
76371pr0209,323,1000
26603pr0104,70,1000
3031,158,1000
88930,158,1000
87079pr0299,19,1000
22385pr0139,71,1000
65156,191,1000
15454pr0008,10,1000
15470,15,1000
3069bpr0367,84,1000
2628,71,1000
18838,1,1000
69729pr0019,15,1000
65886,41,1000
70676,1,1000
44536,135,1000
30367cpr0023,179,1000
31042,71,1000
15627,322,1000
40490,272,1000
80031,19,1000
3960pr0052,19,1000
3035,323,1000
4728,0,1000
4728,6,1000
46283,1004,1000
6161,20,1000
3747b,0,1000
12592c06,0,1000
15672,326,1000
3069bpr0366,26,1000
15470,29,1000
75538,14,1000
75538,1050,1000
79756,1050,1000
3069bpr0369,5,1000
45474,15,1000
42205,5,1000
4533,6,1000
3032,33,1000
60592,158,1000
98138pr0060,191,1000
4536,29,1000
2465,484,1000
30209,15,1000
6111,484,1000
25269pr0040,15,1000
4857,15,1000
4533,33,1000
22390,297,1000
11477,10,1000
45474,1057,1000
6079,8,1000
51011,79,1000
2529,13,1000
3068bpr9787,25,1000
4533,1,1000
4266,7,1000
31001,14,1000
3666,77,1000
6413,15,1000
3808,14,1000
19981pr0011,41,1000
73682,1136,1000
4287a,378,1000
3795,182,1000
6177b,8,1000
6177b,6,1000
6157,30,1000
3747b,320,1000
65886,15,1000
4066,120,1000
30601,25,1000
15458,25,1000
65886pr0001,0,1000
4216,7,1000
6632,272,1000
76371pr0215,323,1000
3666,1050,1000
30277,1,1000
3030,4,1000
66857,191,1000
60592,321,1000
85970,378,1000
43898pr0023,26,1000
6874,100,1000
3747b,72,1000
30987,226,1000
3068bpr0658,15,1000
6079,6,1000
30256,0,1000
32177,4,1000
6112,7,1000
32000,47,1000
3666,6,1000
3747b,15,1000
42445,1,1000
93274,10,1000
59349,321,1000
60592,1,1000
2656,25,1000
50745,31,1000
53912,191,1000
19981pr0018,41,1000
14718pr0012,15,1000
12622c02,323,1000
3263,2,1000
66859,5,1000
87559,4,1000
3068bpr0668,15,1000
3622pr0070,4,1000
66857pr0033,226,1000
3068bpr9445,4,1000
3068bpr9459,28,1000
3068bpr9444,15,1000
26603pr0057,14,1000
67013pat0001,4,1000
4286,13,1000
98220,191,1000
3070bpr0233,15,1000
4032a,7,1000
3297,73,1000
14769pr9994,297,1000
45455,5,1000
2456,40,1000
4859,6,1000
27507,31,1000
15395,297,1000
4346,378,1000
32012,4,1000
48183,2,1000
32017,25,1000
3854,19,1000
3027,14,1000
4728,19,1000
4346,7,1000
24309,10,1000
4599a,77,1000
3894,8,1000
49307,14,1000
69729,84,1000
14769pr1254,5,1000
3068bpr9443,19,1000
67931pat0001,5,1000
4461,74,1000
4859,72,1000
2462,2,1000
33326,4,1000
31211,151,1000
3747b,28,1000
6836,25,1000
32077,27,1000
6259,6,1000
59349,191,1000
3069b,135,1000
4036,41,1000
2723,4,1000
3048c,3,1000
46280,47,1000
33055,100,1000
30365,118,1000
4477,484,1000
32803,2,1000
45495,45,1000
2456,35,1000
30602,46,1000
31213,484,1000
65886pr0003,0,1000
3065,114,1000
12825,8,1000
3701,28,1000
3747b,26,1000
3263,14,1000
49308,27,1000
66858,26,1000
66858,29,1000
73111,27,1000
3622pr0068,14,1000
66857pr0030,19,1000
26603pr0101,14,1000
3298,351,1000
37352pr0020,1,1000
3068bpr0660,484,1000
3068bpr9440,29,1000
3068bpr9442,1,1000
3068bpr9439,4,1000
3068bpr9441,191,1000
67931pat0001,2,1000
67931pat0001,29,1000
3004pr0056,1,1000
6178,7,1000
45495,1094,1000
30407,1,1000
2434,8,1000
32140,34,1000
33271,47,1000
6178,8,1000
14769pr0059,15,1000
48064c02,25,1000
6140,70,1000
2876,2,1000
6205,7,1000
3160,322,1000
3161,41,1000
2436,2,1000
33009,8,1000
6212,7,1000
5711,212,1000
29120pr0005,326,1000
424,14,1000
2419,6,1000
28192,19,1000
30101,0,1000
16577,10,1000
65886pr0004,72,1000
3942c,288,1000
15469,288,1000
66789,322,1000
66790,15,1000
68869,322,1000
73832,1,1000
89681,15,1000
10314pr1005,14,1000
3068bpr9438,4,1000
67095pr0025,15,1000
15068pr0070,29,1000
3068bpr9437,322,1000
3068bpr9436,84,1000
14769pr0159,323,1000
65886pr0005,4,1000
32449,288,1000
6584,72,1000
3747b,1051,1000
4624,351,1000
3011pr0006,1066,1000
30062,14,1000
45495,1004,1000
6043,2,1000
4202,41,1000
32140,33,1000
32012,71,1000
47753pr0022,272,1000
31005,15,1000
85984pr0041,15,1000
6215pr0001,14,1000
3068bpr9435,1,1000
32028,73,1000
32012,42,1000
6179pr9996,0,1000
30014,8,1000
424,3,1000
3189,2,1000
33031,4,1000
3299,484,1000
3035,36,1000
32000,85,1000
66857,2,1000
32310,4,1000
4284,40,1000
3581,7,1000
3754,41,1000
4079,351,1000
46288,41,1000
2972,72,1000
40241,19,1000
32012,15,1000
98281,2,1000
46283,182,1000
12592c01,0,1000
52031,320,1000
32140,40,1000
3666,30,1000
44571,4,1000
4266,14,1000
3070b,92,1000
3069bpr0118,33,1000
3263,4,1000
76766,25,1000
3068bpr9434,4,1000
3068bpr9433,0,1000
37352pr0017,4,1000
3894,6,1000
44589,1,1000
3666,351,1000
3004,36,1000
4071,2,1000
93604pr0009,71,1000
3046a,6,1000
32316,40,1000
65886pr0008,272,1000
32449,1103,1000
6584,15,1000
2598,42,1000
31464,5,1000
46413,4,1000
30209,46,1000
6016,0,1000
30018,15,1000
3030,36,1000
3030,46,1000
6179pr9995,0,1000
3010pr0202,1,1000
30042,70,1000
67695,4,1000
67696,2,1000
3297,484,1000
42448,71,1000
67697,2,1000
2339,30,1000
3068bpr9999,4,1000
4747b,4,1000
4735,1,1000
30201,0,1000
32523,40,1000
4735,6,1000
2397,46,1000
32018,19,1000
2444,8,1000
4304,0,1000
77180,14,1000
4625,4,1000
32449,3,1000
3700,5,1000
15571,5,1000
66858,5,1000
66858,323,1000
3004pr0098,5,1000
14769pr1247,5,1000
14769pr1246,5,1000
66855pr0006,15,1000
3003pr0173,78,1000
17485pr0010,10,1000
3068bpr0659,25,1000
86996pr0001,15,1000
3622pr0069,2,1000
66857pr0032,15,1000
3622pr0067,191,1000
2452,19,1000
66857pr0031,484,1000
26603pr0102,19,1000
3068bpr9430,0,1000
3068bpr9431,323,1000
2444,25,1000
30109,14,1000
80178,71,1000
4162pr0024,0,1000
30144,72,1000
43720,70,1000
46282,54,1000
15458,191,1000
31148,1,1000
6140,19,1000
87079pr9995,0,1000
2654,7,1000
4199,462,1000
32124,4,1000
6565,6,1000
2445,6,1000
3068bpr9432,5,1000
14769pr0158,0,1000
37352pr0017,323,1000
67013pat0001,323,1000
5711,226,1000
67013pat0001,0,1000
3623,462,1000
6078,8,1000
30397,1,1000
30633pr0003,40,1000
2582,14,1000
30144,1,1000
45498,1057,1000
3622,28,1000
45455,54,1000
3939,34,1000
3437,1093,1000
3297,19,1000
2391,4,1000
32523,33,1000
30083,41,1000
30357,8,1000
3747b,71,1000
30278c01,4,1000
87087,226,1000
18910,85,1000
2397,322,1000
11290,321,1000
35563,321,1000
41823,15,1000
6180,79,1000
85941pr0002,29,1000
15626pr0013,71,1000
32524,40,1000
2598,33,1000
4071,15,1000
4085b,15,1000
2444,6,1000
30209,19,1000
57783,40,1000
77180,320,1000
65633pr0009,40,1000
77180,0,1000
68568,4,1000
30201,72,1000
2571,322,1000
2357,68,1000
2417,320,1000
4477,8,1000
4083,70,1000
46288,1094,1000
1871,71,1000
30144,0,1000
92580,40,1000
70681,92,1000
2300,6,1000
32449,272,1000
72132,322,1000
15068pr0069,4,1000
15068pr0068,322,1000
30361c,379,1000
71682,272,1000
4071,0,1000
45455,25,1000
2436,72,1000
32140,57,1000
3300,484,1000
2453b,226,1000
2046,13,1000
2717,1,1000
40241,15,1000
2302pr0021,15,1000
40666,1068,1000
70681,2,1000
2039,14,1000
2876,4,1000
2450,379,1000
32012,0,1000
4202,4,1000
2508,2,1000
30358,71,1000
2357,0,1000
73825,2,1000
4598,14,1000
3023,125,1000
43708,379,1000
2357,378,1000
2463,0,1000
41662,0,1000
32524,57,1000
2598,34,1000
3033,57,1000
29096,71,1000
2639,8,1000
4858,25,1000
3710,297,1000
3941,8,1000
2431pr0028,8,1000
77180,212,1000
6256,0,1000
73825,10,1000
78666,2,1000
79389,2,1000
3048c,484,1000
30367c,7,1000
6078,2,1000
30209,42,1000
4263,7,1000
51509b,182,1000
30110,2,1000
2551,1,1000
2443,0,1000
30147,72,1000
6078,14,1000
61054,4,1000
2453b,14,1000
3710,179,1000
3030,191,1000
6184,14,1000
32077,135,1000
3299,272,1000
4132,77,1000
2452,6,1000
2357,47,1000
6192a,2,1000
3585,8,1000
49612pr0001,4,1000
30014,0,1000
2460,33,1000
4863,7,1000
4495a,10,1000
2584,320,1000
30383,73,1000
3184,15,1000
3011,379,1000
6592,25,1000
65633pr0011,40,1000
49612pr0002,4,1000
65633pr0010,40,1000
32293,135,1000
2460,6,1000
33240,18,1000
10314,25,1000
2453b,18,1000
6069,15,1000
3308,4,1000
30156pr0002,72,1000
3460,378,1000
3010,20,1000
4625,0,1000
65157pr0005,70,1000
3070bpr0043,15,1000
3068bpr9428,15,1000
3404,7,1000
3127,7,1000
42205,31,1000
45455c02,182,1000
30622,2,1000
6821,15,1000
6413,72,1000
4066,151,1000
3961pr0007,6,1000
30633,40,1000
6592,15,1000
30622,71,1000
3001,13,1000
4532,1,1000
3460,484,1000
65633pr0008,40,1000
2508,1,1000
32077,7,1000
2540,6,1000
33089,14,1000
3623,151,1000
32251,2,1000
67095pr0031,14,1000
3001,112,1000
6576,4,1000
32028,8,1000
6192a,14,1000
46279c02,43,1000
40666,1093,1000
4460a,8,1000
4732,0,1000
45455,191,1000
4624,27,1000
6582,22,1000
2654,191,1000
67095pr0001,15,1000
88930pr0200,4,1000
3006,125,1000
3035,272,1000
3297,288,1000
30390b,7,1000
19981pr0021,41,1000
3854,6,1000
6079,77,1000
3685,7,1000
4477,70,1000
30358,4,1000
4212b,4,1000
3032,36,1000
6942,74,1000
32251,15,1000
3747b,4,1000
32558,135,1000
41767,33,1000
14769pr1276,14,1000
3934,0,1000
30626,72,1000
3582,2,1000
4532,57,1000
32251,19,1000
2434,41,1000
3853,14,1000
3437pr0013,15,1000
3678b,89,1000
71709,272,1000
2494pr0002,47,1000
72134pr0001,47,1000
3460,10,1000
3853,6,1000
30407,33,1000
30407,25,1000
32576,22,1000
4589,80,1000
3297,27,1000
3675,288,1000
2639,7,1000
41673,1,1000
4266,1,1000
4228,71,1000
30139,6,1000
54569pr0001,2,1000
30357,379,1000
3037,6,1000
32000,27,1000
29119pr0004,326,1000
80267,272,1000
6223,33,1000
32064a,1050,1000
2711,2,1000
18646,85,1000
92107,10,1000
52979pr0007,25,1000
24593pr0012,31,1000
87926pr0006,31,1000
60581pr0034,41,1000
3960,4,1000
3387,4,1000
66857,4,1000
65633pr0012,40,1000
3005pr0032,4,1000
80177pr0005,4,1000
80178pr0005,4,1000
24246pr0041,0,1000
98138pr0349,36,1000
3389,25,1000
30182,2,1000
4199,25,1000
3666,462,1000
54869,36,1000
3685,378,1000
59900,1000,1000
15210,378,1000
30055,379,1000
30350bpr0003,212,1000
30356,28,1000
45493,182,1000
45475,17,1000
2449,7,1000
3388,0,1000
3389,0,1000
3300,71,1000
6182,14,1000
30649pr0001,40,1000
80268,272,1000
80286,272,1000
89679,272,1000
98138pr0348,272,1000
2438pr0001,47,1000
2442pr0001,47,1000
3487,4,1000
28327,226,1000
16577,4,1000
59349pr0019,4,1000
14769pr1263,15,1000
59349pr0020,4,1000
98835pr0009,4,1000
3245cpr0217,15,1000
87079pr0302,15,1000
4588,57,1000
30366,36,1000
1871,15,1000
3385,0,1000
3386,0,1000
3387,15,1000
93274,25,1000
18677,25,1000
35464,0,1000
73825,25,1000
77845,0,1000
79389,15,1000
79389,25,1000
86996,25,1000
65633pr0016,40,1000
3710pr0003,25,1000
3460pr0001,25,1000
3384pr0003,40,1000
43723pr0003,0,1000
43722pr0003,0,1000
3388,25,1000
1970,14,1000
3546pr0001,4,1000
4461,5,1000
44486c01,47,1000
30350bpr0004,212,1000
3934,272,1000
15068pr0074,1,1000
3004,462,1000
2529,15,1000
72134,47,1000
4162pr0025,0,1000
6259,7,1000
2300,0,1000
26603pr9974,4,1000
33286,10,1000
6161,125,1000
54384,288,1000
2622,7,1000
51342pat0010,0,1000
30215,15,1000
2399,8,1000
3622,92,1000
6051,1,1000
92262,73,1000
93083pr0013,84,1000
87544,25,1000
3299,6,1000
2464,15,1000
4477,6,1000
31184c01,7,1000
3069bpr0053,8,1000
4858,19,1000
6198,5,1000
3475b,34,1000
4207,0,1000
3185,1,1000
30350bpr0005,212,1000
3001,323,1000
30151a,85,1000
2419,52,1000
2950,34,1000
3067,57,1000
3586,2,1000
30644,71,1000
4863,8,1000
3046a,2,1000
2937,71,1000
98107,0,1000
4444,2,1000
30350bpr0006,212,1000
43721,25,1000
3006,2,1000
3035,462,1000
3700,378,1000
98238pr0001,1,1000
4207,15,1000
3839b,6,1000
45410,4,1000
16375pr0001,1,1000
3839b,8,1000
51342pat0006,297,1000
3387,0,1000
23930,0,1000
3384pr0004,40,1000
4345b,272,1000
6879,100,1000
43721,70,1000
4207,14,1000
40996,4,1000
47115,120,1000
6050,8,1000
6936,14,1000
45467,0,1000
32526,134,1000
4207,4,1000
30161,47,1000
2903,0,1000
6192a,1,1000
50923,4,1000
30646b,4,1000
80909,321,1000
32306,15,1000
80909pr0015,27,1000
87559,378,1000
22385pr0142,19,1000
3068bpr0674,19,1000
15068pr0072,72,1000
15068pr0073,320,1000
45467,232,1000
42023,379,1000
26601,30,1000
18990,29,1000
95347,0,1000
3387,72,1000
3504,72,1000
3505,72,1000
80177pr0006,72,1000
80178pr0006,72,1000
24246pr0042,0,1000
3666pr0001,0,1000
14769pr1260,80,1000
30350bpr0007,212,1000
30367b,1,1000
48171,72,1000
51026,45,1000
45475,5,1000
3839b,34,1000
3383pr0015,40,1000
11153,84,1000
24299,84,1000
24307,84,1000
24309,84,1000
43722,84,1000
43723,84,1000
67095,72,1000
67810,84,1000
70681,84,1000
6180pr0029,0,1000
6152a,42,1000
18646,70,1000
78522,14,1000
37352pr0024,14,1000
4162pr0098,0,1000
78522pr0003,14,1000
73682,378,1000
72206,179,1000
65474pr0012,179,1000
50950,10,1000
36841,25,1000
6180pr0030,0,1000
24307pr0001,72,1000
24299pr0001,72,1000
6180pr0031,0,1000
30055,13,1000
43721,288,1000
45467,15,1000
60593,2,1000
30586,28,1000
33243,70,1000
3395,70,1000
3396,71,1000
38583,71,1000
41539,272,1000
41823,28,1000
42205,308,1000
65473,25,1000
78168,0,1000
65474pr0010,179,1000
3250,25,1000
75522,1,1000
75538,85,1000
91176,0,1000
35787,26,1000
60594,27,1000
75522,322,1000
92262,26,1000
92263,26,1000
1962,4,1000
1970,15,1000
31110,84,1000
39927,323,1000
31213pr0037,14,1000
3664pr0028,27,1000
3664pr0029,226,1000
3395,28,1000
30504,288,1000
6154,28,1000
41539,288,1000
1750,322,1000
3132,26,1000
3262,1,1000
39789,85,1000
75538,322,1000
45467,45,1000
77822,41,1000
1962,191,1000
2711,14,1000
51739,27,1000
2591,226,1000
2354,4,1000
98223,84,1000
98224pr0012,10,1000
4198pr0023,0,1000
4198pr0024,4,1000
4198pr0025,14,1000
98224pr0011,14,1000
31213pr0033,15,1000
98224pr0010,15,1000
54856,72,1000
75533pr0033,1103,1000
3070bpr9997,71,1000
32251,1,1000
32553,6,1000
6078,19,1000
6630,14,1000
94161,70,1000
3622,334,1000
98224pr0014,27,1000
3172,70,1000
3396,0,1000
20310,484,1000
65474pr0011,297,1000
3172,4,1000
3395,4,1000
3396,191,1000
65474pr0009,297,1000
3250,85,1000
39611,158,1000
2291,2,1000
6462,29,1000
31211,1,1000
3081c01,15,1000
30117,72,1000
6166,351,1000
42236pr0001,71,1000
1970,4,1000
2354,14,1000
31110pr0162,19,1000
11248c06,27,1000
4162pr0038,0,1000
33240,1,1000
1927,2,1000
6140,8,1000
3623,112,1000
3068bpr0672,19,1000
63864,323,1000
6177b,25,1000
6187,25,1000
98224pr0013,14,1000
31213pr0032,10,1000
31213pr0035,15,1000
31213pr0034,15,1000
14222pr0019,297,1000
14222pr0020,297,1000
14222pr0021,297,1000
44358,72,1000
2464,0,1000
2903,19,1000
30357,232,1000
30361cpr1006,1,1000
32308,14,1000
30072,226,1000
30361cpr1008,15,1000
4202,14,1000
6995,14,1000
44358,484,1000
44358,320,1000
47984,71,1000
3956,14,1000
2341,15,1000
47983,4,1000
6166,15,1000
47980,0,1000
46309,46,1000
2639,19,1000
51509b,41,1000
3308,2,1000
32213,0,1000
32560,135,1000
4728,36,1000
42509pr0008,47,1000
30602,373,1000
93604,78,1000
30055,297,1000
3036,6,1000
4589,272,1000
3008,288,1000
2449,158,1000
19981pr0022,41,1000
3032,462,1000
3030,322,1000
2618,14,1000
3036,18,1000
30367cpr1008,320,1000
2456,33,1000
47905,14,1000
6259,36,1000
4460a,378,1000
6081,378,1000
10314,378,1000
11458,378,1000
30414,378,1000
33909,378,1000
24246,378,1000
36840,378,1000
67810,378,1000
73825,378,1000
73831,378,1000
79389,378,1000
86652,378,1000
1126pr0002,0,1000
3069bpr0375,378,1000
3070bpr0272,70,1000
27262,26,1000
30658,7,1000
6882,15,1000
31111pr9987,4,1000
1927,378,1000
3233,378,1000
4162,28,1000
92279,3,1000
46413,36,1000
6180,47,1000
3855,57,1000
2529,0,1000
55978,0,1000
6079,19,1000
66956,308,1000
44126,25,1000
67095pr0026,320,1000
41751pr0009,71,1000
6180pr9995,0,1000
32207,8,1000
33287,10,1000
3068b,41,1000
6052,0,1000
98138pr0131,19,1000
4861,379,1000
2341,0,1000
41673,137,1000
44571,0,1000
4202,33,1000
3043,6,1000
3068bpr9484,15,1000
4201,4,1000
30072,14,1000
4625,71,1000
3069bpr0073,27,1000
30386,25,1000
4740,29,1000
4625,19,1000
4611,4,1000
3298,288,1000
4596,2,1000
6051,8,1000
22385pr9963,288,1000
6152a,15,1000
33291,42,1000
4276b,7,1000
41396,0,1000
6965,12,1000
32828,297,1000
3943b,6,1000
4595,6,1000
2441,14,1000
31021,86,1000
24246,1095,1000
4533,7,1000
30361c,0,1000
32057,7,1000
30386,27,1000
99050,71,1000
3937,34,1000
4536,212,1000
30144,2,1000
19981pr0023,41,1000
3134,4,1000
3597,14,1000
30361cpr1007,15,1000
30072,379,1000
3005,143,1000
4732,25,1000
3068bpr9794,14,1000
84954,34,1000
24121,72,1000
26603pr0090,72,1000
14769pr1243,19,1000
32553,72,1000
6087,8,1000
2453a,8,1000
3030,232,1000
3703,6,1000
3664pr0004,0,1000
44611,112,1000
33029,100,1000
30108,15,1000
4533,4,1000
3004,13,1000
3001,33,1000
30298,6,1000
4346,2,1000
6152a,6,1000
2529,14,1000
30386,1,1000
19981pr0024,41,1000
30361c,71,1000
62531,4,1000
6057,0,1000
4599a,8,1000
4732,1,1000
3068bpr9793,25,1000
4162pr0003,19,1000
30274,0,1000
2339,1,1000
3659,323,1000
11153,158,1000
79393,158,1000
3070bpr0297,0,1000
30288,2,1000
3743,8,1000
3856,484,1000
2341,14,1000
3041,5,1000
93606pr9999,288,1000
30474,4,1000
3315,1,1000
3315,7,1000
30601,3,1000
19981pr0027,41,1000
3048c,19,1000
4732,4,1000
4732,6,1000
4625,6,1000
3941,33,1000
54183pr0001,134,1000
3622,112,1000
32057,135,1000
19981pr0051,46,1000
3795,135,1000
30181,2,1000
4207,7,1000
3176,8,1000
3659,322,1000
6180,20,1000
4862,33,1000
3066,34,1000
3066,36,1000
2607,7,1000
4150,118,1000
30361cpr1012,72,1000
3002,462,1000
3997,25,1000
56206,320,1000
93591,272,1000
30083,15,1000
2627,15,1000
upn0093,19,1000
19981pr0032,41,1000
2655,14,1000
4036,40,1000
93273pr9999,14,1000
60475a,0,1000
6212,2,1000
3747b,19,1000
66857pr0006,19,1000
3069bpr0073,15,1000
4871,8,1000
2817,19,1000
30139,0,1000
53119,70,1000
4728,322,1000
2301,73,1000
4276b,14,1000
6942,12,1000
2454a,47,1000
30118,14,1000
4461,4,1000
6020,7,1000
3460,73,1000
3622,379,1000
30117,19,1000
87079pr0201,0,1000
3003,40,1000
2717,0,1000
6121,4,1000
4071,14,1000
3068bpr9429,15,1000
45493,43,1000
3832,135,1000
30208,46,1000
3666,10,1000
53662,1082,1000
6184,0,1000
3700,78,1000
14769pr0020,0,1000
19981pr0035,41,1000
4162pr9986,0,1000
30140,1,1000
32086,41,1000
19981pr0061,46,1000
30367cpr1007,40,1000
19981pr0063,46,1000
2418b,42,1000
2291,1,1000
2584,4,1000
6238,41,1000
19981pr0039,41,1000
3747a,0,1000
2744,19,1000
3832,288,1000
6087,14,1000
66857pr0003,19,1000
2450,46,1000
71720,1,1000
4083,4,1000
4083,2,1000
30145,379,1000
3743,25,1000
4066,351,1000
4083,14,1000
30072,47,1000
2431pr9999,4,1000
4275b,2,1000
2903,4,1000
3942c,226,1000
3788,2,1000
32173,6,1000
32310,72,1000
60670,47,1000
64225,151,1000
4150,47,1000
30163,378,1000
6043,7,1000
32251,484,1000
6192a,57,1000
41673,81,1000
3895,19,1000
4868b,8,1000
3943b,25,1000
33291,47,1000
4864a,47,1000
3021,351,1000
14718pr9993,14,1000
33291,1,1000
87079pr0294,73,1000
3022,5,1000
3308,5,1000
3010,5,1000
2291,10,1000
2453a,19,1000
30274,19,1000
3023,151,1000
3710,13,1000
2527,0,1000
30140,4,1000
30363,272,1000
19981pr0041,41,1000
42058,10,1000
30271pr0003,2,1000
92263,0,1000
3680,72,1000
50657pr0002,135,1000
27925,27,1000
4285b,57,1000
30140,2,1000
32174,148,1000
6179,351,1000
40241,72,1000
3943b,4,1000
2291,7,1000
4868b,4,1000
80267,72,1000
46282,143,1000
30363,85,1000
2450,34,1000
45463,182,1000
3066,57,1000
6083,19,1000
2291,191,1000
2450,33,1000
2450,6,1000
30119,8,1000
30118,8,1000
2453a,0,1000
80268,72,1000
3622,5,1000
6919,33,1000
2833,15,1000
3678b,288,1000
4590,6,1000
3700,47,1000
30601,8,1000
3675,484,1000
4865a,74,1000
55629,484,1000
4891,351,1000
2950,42,1000
30367cpr0002,4,1000
3475b,1,1000
30367cpr1010,40,1000
30046,14,1000
3747a,1,1000
3031,5,1000
45474,232,1000
19981pr0045,46,1000
6184,6,1000
6556,71,1000
30274,72,1000
2454a,19,1000
3676,84,1000
6019,70,1000
26603pr9972,4,1000
6044,0,1000
2357,78,1000
30601,272,1000
80274,72,1000
3678b,85,1000
2356,14,1000
2291,272,1000
3044b,6,1000
3933,272,1000
2441,15,1000
3024,5,1000
3747a,6,1000
3700,366,1000
2450,25,1000
2655,0,1000
30474,0,1000
3585,4,1000
33291,29,1000
3676,85,1000
