name,subdir,N,E,N_types,specificity,degree_mean,degree_hetero,max_edges,clustering_coeff,max_chordless_cycle,self_assembly_probability,tree_num,guided_assembly_probability,tree_depth,tree_leaves,tree_N
0_1_1_1_21_15_18_2_10_4_2_7_19_14_17_15_18_9_5_20_4_9_5_14_3_8_9_8_2_17_5_8,bl_4,50,49,9,0.9325,1.96,4.24,43,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_22_6_11_16_18_17_16_8_5_3_3_3_3,bl_4,14,13,7,0.875,1.8571428571428568,3.571428571428572,7,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_21_3_2_7_3_10_2_14_14_19_8_15_15_19_5_5_4_19_4_18_8_9_9_5_8,bl_4,42,41,8,0.9285714285714286,1.9523809523809523,4.142857142857143,35,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_7_15_21_19_10_4_5_3_3_8_2_16_9_2_15_19_16_18_9_4_15_20_5_8_9,bl_4,40,39,9,0.925,1.95,4.15,33,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_22_6_3_2_12_19_4_20_18_14_20_2_16_2_16_18_15_20_9_16_4_5_16_9_9_9_9_8,bl_4,52,51,9,0.9314903846153846,1.9615384615384608,4.230769230769231,45,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_22_18_15_14_15_9_5_13_6_3_2_4_16_20_2_4_15_15_18_2_19_8_20_20_9_9_9_8,bl_4,52,51,9,0.9314903846153846,1.9615384615384608,4.230769230769231,45,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_7_2_13_21_5_20_11_9_18_2_20_8_19_19_2_14_9_17_17_9_18_5_2_8_4_9_17_4_4_5_15_18_14_9_8,bl_4,66,65,8,0.9372294372294372,1.9696969696969693,4.2727272727272725,59,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_13_16_21_19_11_9_17_20_2_18_2_18_19_22_14_8_8_3_3_9_20_4_20_15_9_5,bl_4,41,40,8,0.93205574912892,1.951219512195122,4.146341463414634,34,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_13_11_6_17_3_19_22_18_5_19_3_3_3_8,bl_4,14,13,7,0.875,1.8571428571428568,3.571428571428572,7,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_21_14_14_19_14_10_20_7_3_2_17_5_3_2_9_17_20_8_9,bl_4,34,33,9,0.9283088235294118,1.9411764705882355,4.176470588235294,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_18_7_15_21_20_10_2_19_19_17_8_2_8_5_3_20_14_9_2_8_14_4_15_5_8,bl_4,48,47,9,0.93359375,1.9583333333333333,4.25,41,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_12_3_17_17_21_5_11_15_22_20_9_15_15_2_8_16_8_5_2_18_5_2_14_9_4_14_4_20_15_9_8_9,bl_4,55,54,8,0.9324675324675324,1.963636363636364,4.218181818181818,48,0.0,0,,,,,,
0_1_1_1_17_10_16_16_21_17_20_13_3_9_2_16_20_2_15_3_7_20_8_8,bl_4,34,33,9,0.9283088235294118,1.9411764705882355,4.176470588235294,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_3_12_13_21_22_9_17_5_15_17_20_8_19_19_3_3_3,bl_4,17,16,7,0.9166666666666669,1.8823529411764703,3.647058823529412,10,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_7_10_10_17_21_2_19_8_3_4_18_5_2_18_17_9_18_18_9_3_5_4_20_9_14_8,bl_4,40,39,9,0.925,1.95,4.15,33,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_14_21_5_17_7_11_9_19_17_2_9_20_18_3_3_2_9_20_16,bl_4,34,33,9,0.9283088235294118,1.9411764705882355,4.176470588235294,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_2_18_15_4_21_10_15_17_5_3_5_7_16_15_3_3_8_9_8,bl_4,28,27,8,0.9132653061224488,1.9285714285714288,4.0,21,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_13_12_15_18_22_8_15_19_6_4_16_20_8_3_2_19_5_2_16_3_9_4_14_5_8_8,bl_4,40,39,9,0.925,1.95,4.15,33,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_22_4_13_5_19_15_3_8_2_5_16_2_5_16_2_17_19_15_14_5_6_8_8_9_9,bl_4,46,45,8,0.937888198757764,1.9565217391304348,4.260869565217392,39,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_19_22_11_9_17_3_18_4_3_14_8_5_17_21_19_5_8_2_2_14_19_4_16_9_4_5_17_20_8_9_9,bl_4,47,46,8,0.9270516717325228,1.9574468085106385,4.127659574468085,40,0.0,0,,,,,,
0_1_1_1_7_15_18_6_15_11_10_3_3_2_14_9_5_3,bl_4,21,20,8,0.8945578231292517,1.9047619047619049,4.0,14,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_16_17_10_3_18_10_22_3_16_3_2_21_14_14_5_9_20_4_14_20_8_8_8,bl_4,29,28,8,0.9285714285714286,1.9310344827586208,4.0,22,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_14_3_7_11_16_17_6_3_2_13_5_16_9_3,bl_4,21,20,8,0.8945578231292517,1.9047619047619049,4.0,14,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_6_10_18_22_2_16_16_5_4_3_18_14_16_3_5_2_9_4_4_16_18_4_4_9_16_16_20_15_8_9_8_8_8_8,bl_4,54,53,9,0.9201388888888888,1.962962962962963,4.111111111111111,47,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_2_2_13_22_18_4_21_9_5_17_8_20_8_16_20_5_18_2_14_14_16_15_3_15_20_8_8_8,bl_4,51,50,8,0.9355742296918768,1.96078431372549,4.235294117647059,44,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_7_15_6_16_14_3_12_2_8_15_5_3_2_5_8_14_11,bl_4,31,30,8,0.9193548387096774,1.935483870967742,4.193548387096774,24,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_11_22_15_4_16_14_17_20_9_15_8_3_6_2_18_5_8_3_2_16_20_9,bl_4,36,35,9,0.9270833333333334,1.9444444444444444,4.166666666666667,29,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_17_14_17_2_17_2_12_5_8_10_9_3_22_16_16_6_20_4_5_2_9_18_15_9_20_9,bl_4,46,45,9,0.9347826086956522,1.9565217391304348,4.260869565217392,39,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_3_18_12_22_2_17_5_16_17_2_21_3_18_4_16_4_19_4_9_5_18_9_20_16_8_17_8_8_9_9_5,bl_4,45,44,8,0.9285714285714284,1.9555555555555555,4.133333333333334,38,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_11_21_3_2_20_9_20_11_16_16_2_17_17_18_7_17_20_2_19_8_4_20_14_9_9_9,bl_4,48,47,9,0.93359375,1.9583333333333333,4.25,41,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_12_10_7_6_17_17_3_18_2_4_17_15_4_19_3_3_5_9_9_8,bl_4,29,28,8,0.9039408866995072,1.9310344827586208,4.0,22,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_15_7_16_2_21_10_2_19_19_3_18_4_19_2_8_9_14_9_8_8_17_5_4_9_20_5_19_4_5_19_9,bl_4,54,53,9,0.9305555555555556,1.962962962962963,4.222222222222222,47,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_17_7_19_13_6_16_12_2_16_20_9_3_2_17_4_20_19_9_3_9,bl_4,35,34,9,0.9196428571428572,1.9428571428571428,4.171428571428572,28,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_18_10_13_7_16_6_16_2_17_2_16_3_3_8_20_8_20,bl_4,31,30,9,0.9213709677419356,1.935483870967742,4.193548387096774,24,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_21_19_15_14_13_17_5_22_15_20_3_2_19_8_3_2_16_9_9_5_20_8,bl_4,37,36,8,0.9362934362934364,1.945945945945946,4.162162162162162,30,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_2_3_22_11_15_17_4_21_14_5_2_9_5_19_19_3_8_14_4_8_4_5_9_19_14_18_17_9_20_9_9,bl_4,45,44,8,0.9285714285714284,1.9555555555555555,4.133333333333334,38,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_6_12_7_19_13_18_2_2_19_20_2_14_15_8_15_8_20_3_4_4_9_5_15_9_17_9,bl_4,49,48,9,0.9272959183673468,1.959183673469388,4.244897959183674,42,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_3_16_22_5_8_14_13_3_6_14_17_2_17_5_8_2_16_4_17_8_5_8,bl_4,38,37,8,0.9285714285714286,1.947368421052632,4.157894736842105,31,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_18_10_12_7_18_15_6_3_3_2_4_5_19_9_17_3_8,bl_4,25,24,8,0.9,1.92,4.0,18,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_12_19_3_15_10_17_22_5_18_6_8_3_2_8_15_3_20,bl_4,24,23,9,0.9140625,1.9166666666666667,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_19_2_15_12_10_15_20_7_9_6_2_4_5_8_2_3_18_14_15_15_5_8_8,bl_4,45,44,9,0.9291666666666668,1.9555555555555555,4.266666666666667,38,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_7_10_10_19_2_6_17_3_2_8_2_5_15_19_5_8_14_16_9_20,bl_4,41,40,9,0.9314024390243902,1.951219512195122,4.2926829268292686,34,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_18_12_21_3_4_15_13_8_17_16_20_7_19_9_2_9_14_2_17_8_2_18_5_8_5_20,bl_4,46,45,9,0.9347826086956522,1.9565217391304348,4.260869565217392,39,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_14_18_14_6_22_2_16_18_9_20_11_8_3_20_2_20_8_2_9_17_4_15_14_4_17_8_20_8,bl_4,52,51,9,0.9314903846153846,1.9615384615384608,4.230769230769231,45,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_22_4_21_8_9_9_20_3_4_20_8_2_4_15_2_15_5_5_18_19_16_16_2_18_17_15_8_17_20_15_8_9_8,bl_4,55,54,8,0.9324675324675324,1.963636363636364,4.218181818181818,48,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_12_7_11_17_2_21_14_2_16_16_9_2_14_15_2_9_14_17_4_9_19_8_9_9_5_4_14_5_20_20_8_20,bl_4,62,61,8,0.9400921658986174,1.967741935483871,4.290322580645161,55,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_2_11_15_9_13_7_14_4_19_8_3_18_3_17_2_5_18_8_21_4_20_19_4_15_4_9_17_14_8_9_4_8_16_5_9,bl_4,52,51,9,0.9206730769230768,1.9615384615384608,4.115384615384615,45,0.0,0,,,,,,
0_1_1_1_17_3_14_12_10_18_21_5_7_18_2_18_20_8_2_18_9_3_5_9,bl_4,34,33,9,0.9283088235294118,1.9411764705882355,4.176470588235294,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_12_2_9_4_16_17_12_3_21_19_3_5_2_8_9_15_16_15_4_8_19_20_19_20_22_17_4_15_20_8_8_9,bl_4,47,46,8,0.9270516717325228,1.9574468085106385,4.127659574468085,40,0.0,0,,,,,,
0_1_1_1_6_12_19_3_15_12_7_17_2_17_20_8_2_5_2_9_18_16_20_9,bl_4,41,40,9,0.9314024390243902,1.951219512195122,4.2926829268292686,34,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_16_11_17_7_11_21_16_8_16_4_3_9_18_5_3_2_3_15_4_5_16_9_9,bl_4,30,29,8,0.9142857142857144,1.933333333333333,4.0,23,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_3_3_10_18_10_18_21_5_19_8_3_2_20_17_7_16_8,bl_4,24,23,9,0.9140625,1.9166666666666667,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_19_22_8_13_16_4_2_19_2_17_6_20_3_20_14_15_4_2_4_15_5_4_20_8_8_16_8_8_17_8_16_17_8_9,bl_4,58,57,9,0.9288793103448276,1.9655172413793105,4.206896551724138,51,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_7_10_18_16_2_5_12_15_19_3_9_3_6_2_5_16_9,bl_4,31,30,8,0.9193548387096774,1.935483870967742,4.193548387096774,24,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_21_4_19_14_2_22_8_15_8_20_19_9_19_16_14_4_2_2_14_19_15_8_4_2_4_20_4_9_15_8_9_16_9_16_16_4_4_20_14_9_20_18_5_20_8_9_9_8,bl_4,75,74,7,0.928888888888889,1.9733333333333327,4.24,68,0.0,0,,,,,,
0_1_1_1_21_14_8_12_7_2_19_15_15_9_15_2_19_5_3_5_20_3_9,bl_4,34,33,9,0.9283088235294118,1.9411764705882355,4.176470588235294,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_13_11_2_7_3_9_15_5_2_14_20_6_17_9_3_16_19,bl_4,31,30,9,0.9213709677419356,1.935483870967742,4.193548387096774,24,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_22_16_2_10_14_2_9_5_19_4_5_2_14_14_8_2_14_18_20_4_8_14_14_8_4_20_20_15_15_9_21_4_20_8_8_15_18_9_9_8,bl_4,67,66,7,0.9353233830845772,1.9701492537313432,4.268656716417911,60,0.0,0,,,,,,
0_1_1_1_16_10_2_10_19_6_9_22_16_14_5_2_4_15_18_17_20_3_2_19_5_5_9_9_8_8,bl_4,48,47,9,0.93359375,1.9583333333333333,4.25,41,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_19_10_3_18_10_15_3_2_19_20_21_7_20_8_2_17_19_4_20_19_8_9_8,bl_4,38,37,9,0.9259868421052632,1.947368421052632,4.157894736842105,31,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_11_7_12_18_17_3_15_3_2_20_14_6_2_15_8_9_20,bl_4,31,30,9,0.9213709677419356,1.935483870967742,4.193548387096774,24,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_14_7_19_10_15_3_11_2_15_6_4_18_20_2_2_4_5_4_19_18_4_16_8_8_14_5_14_8_9_8_9_8,bl_4,57,56,9,0.924342105263158,1.9649122807017545,4.2105263157894735,50,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_16_16_17_22_19_21_18_9_20_20_2_14_3_3_4_17_2_9_20_16_9_5_9_9,bl_4,41,40,8,0.93205574912892,1.951219512195122,4.146341463414634,34,0.0,0,,,,,,
0_1_1_1_10_22_8_6_20_2_3_18_17_4_9_20_15_2_15_8_18_16_9_18_2_20_4_16_16_20_8_8,bl_4,52,51,9,0.9314903846153846,1.9615384615384608,4.230769230769231,45,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_15_7_11_13_14_2_6_5_2_9_18_19_15_4_18_20_9_8_3_3,bl_4,35,34,9,0.9196428571428572,1.9428571428571428,4.171428571428572,28,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_6_11_10_3_16_19_19_2_8_19_3_20_2_19_8_5_7,bl_4,31,30,9,0.9213709677419356,1.935483870967742,4.193548387096774,24,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_16_12_16_15_2_21_17_11_22_14_3_5_4_15_16_4_17_9_8_20_5_3_2_9_4_5_15_8_18_9_8_8,bl_4,49,48,8,0.9256559766763848,1.959183673469388,4.122448979591836,42,0.0,0,,,,,,
0_1_1_1_10_21_2_4_22_17_5_8_15_9_20_17_4_17_19_19_17_9_16_8_8_4_4_4_14_15_15_20_8_3_3_2_5_15_9_8_8,bl_4,55,54,8,0.922077922077922,1.963636363636364,4.109090909090909,48,0.0,0,,,,,,
0_1_1_1_10_12_14_18_21_18_19_8_7_4_4_18_16_3_2_9_17_8_20_3_2_20_20_19_8_9,bl_4,38,37,9,0.9259868421052632,1.947368421052632,4.157894736842105,31,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_15_7_19_3_19_11_10_3_2_16_21_14_3_9_5_9_5,bl_4,24,23,8,0.9107142857142856,1.9166666666666667,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_21_8_12_17_2_9_15_16_3_2_22_5_5_18_16_5_18_5_14_3_9_9,bl_4,37,36,7,0.9391891891891893,1.945945945945946,4.162162162162162,30,0.0,0,,,,,,
0_1_1_1_18_13_14_19_12_3_3_2_18_20_21_15_5_2_4_5_16_15_8_9_9_9_7,bl_4,38,37,9,0.9259868421052632,1.947368421052632,4.157894736842105,31,0.0,0,,,,,,
0_1_1_1_7_2_13_16_13_4_8_4_2_16_8_8_4_8_4_20_3_20_16_6_3_15_9_14_16_19_16_17_8,bl_4,47,46,9,0.9162234042553192,1.9574468085106385,4.127659574468085,40,0.0,0,,,,,,
0_1_1_1_10_12_6_19_17_14_22_18_4_18_5_2_14_20_2_8_9_3_2_19_19_20_5_9_9_9,bl_4,46,45,9,0.9347826086956522,1.9565217391304348,4.260869565217392,39,0.0,0,,,,,,
0_1_1_1_11_10_17_18_22_4_8_20_18_21_3_16_14_15_4_15_20_2_5_17_2_3_20_17_9_8_9_8_9,bl_4,41,40,8,0.93205574912892,1.951219512195122,4.146341463414634,34,0.0,0,,,,,,
0_1_1_1_19_12_12_7_19_21_17_17_5_3_2_8_20_19_8_3_2_18_8_20,bl_4,34,33,9,0.9283088235294118,1.9411764705882355,4.176470588235294,27,0.0,0,,,,,,
0_1_1_1_16_21_11_17_16_3_15_8_2_15_20_4_17_7_4_16_20_3_8_9_3_8,bl_4,28,27,9,0.9129464285714286,1.9285714285714288,4.0,21,0.0,0,,,,,,
0_1_1_1_2_17_15_14_9_22_11_16_17_3_4_3_6_4_9_20_5_15_2_5_8_19_8_16_9,bl_4,40,39,9,0.925,1.95,4.15,33,0.0,0,,,,,,
0_1_1_1_10_2_10_16_4_2_9_4_17_7_15_14_6_15_5_2_5_15_15_8_15_4_20_19_8_3_9_8_8,bl_4,53,52,9,0.9257075471698112,1.962264150943396,4.226415094339623,46,0.0,0,,,,,,
0_1_1_1_18_7_3_21_20_19_18_12_19_8_3_2_20_18_8_3,bl_4,24,23,9,0.9140625,1.9166666666666667,4.0,17,0.0,0,,,,,,
0_1_1_1_19_14_13_19_13_7_21_19_2_14_5_3_4_15_9_20_8_3_8_3,bl_4,26,25,9,0.9134615384615384,1.9230769230769231,4.0,19,0.0,0,,,,,,
0_1_1_1_12_2_15_15_2_21_20_5_11_4_16_17_2_4_20_4_20_14_19_22_18_19_19_15_19_8_9_20_8_8_8_9_3_8_9,bl_4,59,58,8,0.9297820823244553,1.9661016949152543,4.203389830508475,52,0.0,0,,,,,,
0_1_1_1_11_11_21_4_15_5_7_18_17_16_18_3_8_3_3_8_2_5_15_9,bl_4,26,25,8,0.912087912087912,1.9230769230769231,4.0,19,0.0,0,,,,,,
0_1_1_1_6_13_12_18_19_3_18_2_14_5_2_15_22_5_2_18_9_9_16_4_15_5_8_5_9_8,bl_4,46,45,8,0.937888198757764,1.9565217391304348,4.260869565217392,39,0.0,0,,,,,,
0_1_1_1_16_10_14_18_11_2_2_18_20_15_2_14_9_2_8_14_20_5_20_7_21_20_9_15_9_9,bl_4,54,53,8,0.9470899470899472,1.962962962962963,4.333333333333333,47,0.0,0,,,,,,
0_1_1_1_16_19_6_18_13_10_7_3_2_18_2_15_8_8_2_18_8_20_5_20,bl_4,41,40,9,0.9314024390243902,1.951219512195122,4.2926829268292686,34,0.0,0,,,,,,
0_1_1_1_14_13_6_11_17_19_2_7_16_3_9_3_20_3,bl_4,21,20,9,0.9017857142857144,1.9047619047619049,4.0,14,0.0,0,,,,,,
0_1_1_1_22_12_2_16_16_9_17_3_20_17_16_4_2_20_21_9_8_14_20_14_4_9_4_16_17_18_5_2_8_20_18_9_9_9,bl_4,53,52,8,0.9339622641509432,1.962264150943396,4.226415094339623,46,0.0,0,,,,,,
0_1_1_1_18_16_11_15_6_3_3_11_22_5_18_2_3_16_20_8_9,bl_4,24,23,9,0.9140625,1.9166666666666667,4.0,17,0.0,0,,,,,,
0_1_1_1_13_16_22_14_18_16_8_2_18_2_2_8_18_14_3_4_18_8_8_9_4_21_5_5_15_14_9_9_20_4_19_5_9_4_18_8_5,bl_4,61,60,8,0.9285714285714286,1.9672131147540983,4.19672131147541,54,0.0,0,,,,,,
0_1_1_1_16_16_2_8_13_12_16_17_7_4_16_5_3_21_15_3_20_3_8_9,bl_4,28,27,9,0.9129464285714286,1.9285714285714288,4.0,21,0.0,0,,,,,,
0_1_1_1_11_6_7_18_11_15_17_2_15_3_5_9_2_18_3_5_9,bl_4,31,30,8,0.9193548387096774,1.935483870967742,4.193548387096774,24,0.0,0,,,,,,
0_1_1_1_14_12_12_22_16_2_2_5_9_5_20_18_14_3_9_8_2_15_9_4_17_20_9_18_16_21_5_14_9,bl_4,51,50,8,0.9355742296918768,1.96078431372549,4.235294117647059,44,0.0,0,,,,,,
0_1_1_1_21_3_2_14_10_22_15_14_18_2_8_2_5_16_14_9_9_17_9_8_15_4_18_8_20_5_5_4_4_8_8_4_9_5_17_15_15,bl_4,61,60,8,0.9285714285714286,1.9672131147540983,4.19672131147541,54,0.0,0,,,,,,
0_1_1_1_7_2_13_3_21_17_15_2_11_15_14_9_15_4_8_9_20_8_15_15_4_17_20_8_20_2_16_4_4_20_19_9_8_15_8,bl_4,58,57,9,0.9288793103448276,1.9655172413793105,4.206896551724138,51,0.0,0,,,,,,
0_1_1_1_10_17_18_2_17_12_3_20_18_21_16_7_9_2_14_3_8_5_20_9,bl_4,34,33,9,0.9283088235294118,1.9411764705882355,4.176470588235294,27,0.0,0,,,,,,
0_1_1_1_10_6_14_3_12_22_4_14_3_4_20_3_2_18_15_4_5_8_17_9_19_18_17_8_9_9,bl_4,32,31,9,0.912109375,1.9375,4.0,25,0.0,0,,,,,,
0_1_1_1_18_16_14_2_8_13_18_11_22_5_18_3_6_5_9_2_2_17_9_15_8_5_4_15_5_9,bl_4,48,47,8,0.9375,1.9583333333333333,4.25,41,0.0,0,,,,,,
0_1_1_1_17_14_16_2_20_11_12_14_2_17_8_2_5_3_8_14_6_4_7_4_17_4_4_19_8_16_16_8_8_20_9_9,bl_4,57,56,9,0.924342105263158,1.9649122807017545,4.2105263157894735,50,0.0,0,,,,,,
0_1_1_1_6_18_11_17_2_16_8_19_10_2_14_20_20_9_22_15_3_4_4_19_15_4_17_9_4_8_2_4_16_5_14_5_17_9_8_8_9_8,bl_4,54,53,9,0.9305555555555556,1.962962962962963,4.222222222222222,47,0.0,0,,,,,,
0_1_1_1_17_10_13_18_7_2_9_16_15_21_2_18_5_15_20_9_4_15_9_5_8_3_3,bl_4,38,37,9,0.9259868421052632,1.947368421052632,4.157894736842105,31,0.0,0,,,,,,
0_1_1_1_17_7_19_18_6_12_3_3_13_3_2_9_4_20_14_18_8,bl_4,25,24,9,0.9025,1.92,4.0,18,0.0,0,,,,,,
0_1_1_1_15_14_7_21_8_5_12_3_19_2_15_9_5_15_3_3,bl_4,24,23,8,0.9107142857142856,1.9166666666666667,4.0,17,0.0,0,,,,,,
0_1_1_1_3_15_18_11_16_7_12_6_3_3_3,bl_4,11,10,4,1.0303030303030305,1.818181818181818,3.4545454545454546,4,0.0,0,,,,,,
0_1_1_1_22_12_18_5_17_6_8_15_14_2_17_2_8_14_4_18_2_14_8_8_5_8_2_16_4_14_9_8_4_16_8_5_4_4_20_14_18_5_9_8,bl_4,74,73,8,0.9324324324324323,1.972972972972973,4.243243243243243,67,0.0,0,,,,,,
0_1_1_1_14_12_2_2_21_2_4_7_13_14_20_4_15_14_15_2_14_5_17_16_15_4_20_14_4_8_19_8_17_9_9_20_8_5_8_8_9_9,bl_4,68,67,8,0.9359243697478992,1.9705882352941173,4.264705882352941,61,0.0,0,,,,,,
0_1_1_1_12_21_19_5_16_9_10_15_16_7_3_2_15_5_2_4_3_8_8_15_17_9_4_15_20_8,bl_4,42,41,9,0.9241071428571428,1.9523809523809523,4.142857142857143,35,0.0,0,,,,,,
0_1_1_1_2_15_21_4_20_7_20_12_8_19_14_9_17_9_2_16_20_14_18_3_3_9,bl_4,38,37,9,0.9259868421052632,1.947368421052632,4.157894736842105,31,0.0,0,,,,,,
0_1_1_1_10_16_10_6_2_14_3_22_5_18_9_3_9_18_16_5_2_14_4_18_8_4_9_15_8_4_16_5_8,bl_4,46,45,8,0.9285714285714284,1.9565217391304348,4.130434782608695,39,0.0,0,,,,,,
0_1_1_1_13_10_15_16_2_5_8_22_20_6_15_2_18_20_15_8_3_16_2_16_4_9_4_5_8_19_14_9_9,bl_4,52,51,9,0.9314903846153846,1.9615384615384608,4.230769230769231,45,0.0,0,,,,,,
0_1_1_1_3_16_19_6_10_22_15_19_3_2_16_5_8_2_5_15_5_8_8,bl_4,34,33,8,0.9285714285714286,1.9411764705882355,4.176470588235294,27,0.0,0,,,,,,
0_1_1_1_16_2_11_13_9_2_8_5_22_20_2_18_19_15_14_18_17_2_19_8_9_21_15_5_9_20_4_18_8_20_8_20,bl_4,61,60,7,0.9412568306010928,1.9672131147540983,4.295081967213115,54,0.0,0,,,,,,
0_1_1_1_18_22_3_17_20_18_8_18_6_2_13_2_20_8_20_16_19_8_3,bl_4,34,33,9,0.9283088235294118,1.9411764705882355,4.176470588235294,27,0.0,0,,,,,,
0_1_1_1_2_11_13_2_20_14_4_18_2_16_2_6_16_4_8_18_7_5_9_15_14_9_9_16_16_4_4_19_20_18_8_8_4_15_8_20_9_9,bl_4,71,70,8,0.9305835010060364,1.971830985915493,4.253521126760563,64,0.0,0,,,,,,
0_1_1_1_13_16_14_15_22_5_3_6_17_9_2_3_8_20_3_17,bl_4,24,23,9,0.9140625,1.9166666666666667,4.0,17,0.0,0,,,,,,
0_1_1_1_2_17_6_13_20_15_12_18_17_8_22_9_18_2_18_20_9_4_17_2_8_3_17_5_8_5,bl_4,48,47,9,0.93359375,1.9583333333333333,4.25,41,0.0,0,,,,,,
0_1_1_1_12_2_4_8_4_11_15_4_5_18_19_19_14_3_16_17_8_9_7_8_21_16_2_14_9_8_5_4_16_8_5_3,bl_4,50,49,8,0.9285714285714284,1.96,4.12,43,0.0,0,,,,,,
0_1_1_1_11_11_17_6_16_14_2_2_16_2_9_15_9_16_20_2_5_15_9_20_7_5_9,bl_4,51,50,8,0.9453781512605042,1.96078431372549,4.352941176470588,44,0.0,0,,,,,,
0_1_1_1_13_12_18_22_18_14_18_8_4_6_3_14_4_18_9_8_2_4_4_14_8_18_18_4_3_9_14_4_4_5_8_15_19_4_19_8_8_5_8_2_16_8_20_9,bl_4,56,55,9,0.9196428571428572,1.9642857142857144,4.107142857142857,49,0.0,0,,,,,,
0_1_1_1_21_7_5_3_11_16_16_3_18_14_3_8_3,bl_4,14,13,7,0.875,1.8571428571428568,3.571428571428572,7,0.0,0,,,,,,
0_1_1_1_19_15_19_12_2_16_10_4_21_17_17_9_3_20_7_3_4_4_9_8_20_17_14_9_9_3,bl_4,36,35,9,0.9114583333333334,1.9444444444444444,4.0,29,0.0,0,,,,,,
0_1_1_1_17_2_22_13_19_20_3_14_15_3_17_3_20_8_8_21_17_20_9,bl_4,27,26,7,0.9537037037037036,1.9259259259259256,4.0,20,0.0,0,,,,,,
